X,Y,_id,timestamp,media_id,location_i,lat,lng,likes_coun,attributio,tags,comments_c,comments_d,imageURL,date_time,weekday,day_of_mon,hour,minute,tags_str,comment_1,food_ltl_1
317440.329423945338931,539191.476664757356048,ObjectId(56cf812617acf00001325e31),1455898139,1188482190112390946_54290446,24575886.000000000000000,41.523416068000003,-88.124377077000005,2,,[],0,[],https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12716524_1158314464192135_168022801_n.jpg?ig_cache_key=MTE4ODQ4MjE5MDExMjM5MDk0Ng%3D%3D.2,2016-02-19 11:08:59,4,19,11,8,"""""",,"""meal, dish, food, brunch, breakfast, caff\u00e8 americano, restaurant, pannekoek"""
357530.876975924707949,580526.118842340656556,ObjectId(56cf8132b7316e0001714c40),1456070498,1189928047326428340_192362718,461807695.000000000000000,41.893680000000003,-87.640079000000000,1,,[],0,[],https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/11373537_1675553659398657_1586315683_n.jpg?ig_cache_key=MTE4OTkyODA0NzMyNjQyODM0MA%3D%3D.2,2016-02-21 11:01:38,6,21,11,1,"""""",,"""food, dish, rye, meal, bread, baguette, brown bread, sourdough, baked goods, breakfast"""
354791.461657795414794,575850.486634986707941,ObjectId(56cf813ac915f800012f4a8e),1456118098,1190327341703722241_241948036,6050856.000000000000000,41.851780316000003,-87.673520205000003,9,,"[""frenchcuisine"",""beefbourguignon"",""goodffood"",""juliachilds"",""leftovers"",""friends"",""fivehourmeals""]",0,[],https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12677627_1712851265598059_1461223497_n.jpg?ig_cache_key=MTE5MDMyNzM0MTcwMzcyMjI0MQ%3D%3D.2,2016-02-22 00:14:58,0,22,0,14,"""frenchcuisine, beefbourguignon, goodffood, juliachilds, leftovers, friends, fivehourmeals""",,"""food, dish, meal, pot roast, pork chop, vegetable, roast beef, breakfast, ingredient, pachamanca"""
354791.461657795414794,575850.486634986707941,ObjectId(56cf813ac915f800012f4a8f),1455654647,1186439633274893249_278704827,6050856.000000000000000,41.851780316000003,-87.673520205000003,9,,[],0,[],https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12729588_590143277817752_1463304787_n.jpg?ig_cache_key=MTE4NjQzOTYzMzI3NDg5MzI0OQ%3D%3D.2,2016-02-16 15:30:47,1,16,15,30,"""""",,"""orange, tree, flower, jewellery, snack food, pollen, churro"""
317886.922403246979229,632421.406273707631044,ObjectId(56cf814ac915f800012f4a90),1455501609,1185155859706670722_293709730,155815971.000000000000000,42.362784699999999,-88.116197000000000,24,,[],0,[],https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12716919_1135102933188287_415957538_n.jpg?ig_cache_key=MTE4NTE1NTg1OTcwNjY3MDcyMg%3D%3D.2,2016-02-14 21:00:09,6,14,21,0,"""""",,"""pizza cheese, dish, food, meal, italian food, pizza, breakfast, ingredient, pannekoek, pepperoni"""
353887.377835539926309,597339.06332192523405,ObjectId(56cf815517acf00001325e3e),1456080762,1190014148350516538_2218241990,531257876.000000000000000,42.045299499999999,-87.682441699999998,36,,"[""flat"",""blessdt"",""blessup"",""fluffy"",""majorkey"",""blessed"",""vegan"",""djkhalid""]",2,"[{""created_time"":""1456082606"",""text"":""Damn"",""from"":{""username"":""brkrose"",""profile_picture"":""https://scontent.cdninstagram.com/t51.2885-19/s150x150/12362647_1656687374582471_1319742271_a.jpg"",""id"":""15525785"",""full_name"":""Brooke Bekoff""},""id"":""119002961283",https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12751081_1677356919188267_1358321580_n.jpg?ig_cache_key=MTE5MDAxNDE0ODM1MDUxNjUzOA%3D%3D.2,2016-02-21 13:52:42,6,21,13,52,"""flat, blessdt, blessup, fluffy, majorkey, blessed, vegan, djkhalid""",,"""food, dish, meal, breakfast, omelette, frittata, vegetable, italian food, flower, quiche"""
353887.377835539926309,597339.06332192523405,ObjectId(56cf815517acf00001325e42),1455833293,1187938222709381105_46453300,531257876.000000000000000,42.045299499999999,-87.682441699999998,4,,[],0,[],https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12717104_1545301465762711_1722919717_n.jpg?ig_cache_key=MTE4NzkzODIyMjcwOTM4MTEwNQ%3D%3D.2,2016-02-18 17:08:13,3,18,17,8,"""""",,"""food, rye, bread, sourdough, ingredient, baked goods, seafood, vegetable, food grain"""
353887.377835539926309,597339.06332192523405,ObjectId(56cf815617acf00001325e45),1455608693,1186054142518597504_46453300,531257876.000000000000000,42.045299499999999,-87.682441699999998,1,,[],0,[],https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12728538_898344010284102_2121630988_n.jpg?ig_cache_key=MTE4NjA1NDE0MjUxODU5NzUwNA%3D%3D.2,2016-02-16 02:44:53,1,16,2,44,"""""",,"""food, dessert, flowering plant, flower, fruit, ingredient, chinese food"""
344089.719796816178132,573545.855620592017658,ObjectId(56cf815817acf00001325e4e),1455850595,1188083365744229572_1413253854,912935081.000000000000000,41.831699399999998,-87.802558899999994,0,,[],0,[],https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12729454_1689919524626738_1855420921_n.jpg?ig_cache_key=MTE4ODA4MzM2NTc0NDIyOTU3Mg%3D%3D.2.l,2016-02-18 21:56:35,3,18,21,56,"""""",,"""food, cut flowers, flower, plant, fruit, ingredient, floral design"""
313818.132104226446245,564189.205224607721902,ObjectId(56cf816bb7316e0001714c69),1455743368,1187183878435345761_568463428,1762621.000000000000000,41.748561899999999,-88.167198200000001,20,,"[""sisterbreakfast"",""pancakecafe"",""breakfast"",""sabrinaalyssa"",""frenchtoast""]",0,[],https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12717016_756556034476782_580267778_n.jpg?ig_cache_key=MTE4NzE4Mzg3ODQzNTM0NTc2MQ%3D%3D.2,2016-02-17 16:09:28,2,17,16,9,"""sisterbreakfast, pancakecafe, breakfast, sabrinaalyssa, frenchtoast""",,"""food, dish, meal, breakfast, tree, enchilada, dessert, egg roll, fruit, italian food"""
304533.403512244578451,602991.254502747789957,ObjectId(56cf816db7316e0001714c6a),1456033155,1189614788708684215_363565531,281881909.000000000000000,42.098019706999999,-88.278530075999996,5,,"[""365photos""]",0,[],https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12531083_1066973843354750_413497193_n.jpg?ig_cache_key=MTE4OTYxNDc4ODcwODY4NDIxNQ%3D%3D.2.l,2016-02-21 00:39:15,6,21,0,39,"""365photos""",,"""dish, meal, food, quiche, italian food, breakfast, frittata, curry, spaghetti, cook"""
304533.403512244578451,602991.254502747789957,ObjectId(56cf816db7316e0001714c6c),1455489540,1185054618426766824_2231339316,281881909.000000000000000,42.098019706999999,-88.278530075999996,11,,[],3,"[{""created_time"":""1455499540"",""text"":""Les gusto?"",""from"":{""username"":""dsarai24"",""profile_picture"":""https://scontent.cdninstagram.com/t51.2885-19/s150x150/12357360_421594101369283_1199514030_a.jpg"",""id"":""452779587"",""full_name"":""Dina Rivera""},""id"":""1185138",https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12748246_100843373639942_133381419_n.jpg?ig_cache_key=MTE4NTA1NDYxODQyNjc2NjgyNA%3D%3D.2.l,2016-02-14 17:39:00,6,14,17,39,"""""",,"""dish, meal, food, brunch, eating, cook, lunch, breakfast"""
314960.294481786550023,535189.308515238808468,ObjectId(56cf817c17acf00001325ea8),1455616191,1186117044042190939_39162803,238202719.000000000000000,41.487430600000003,-88.154190099999994,5,,"[""mangoconchile"",""mango"",""chile""]",0,[],https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/10802557_218112101868621_1488926905_n.jpg?ig_cache_key=MTE4NjExNzA0NDA0MjE5MDkzOQ%3D%3D.2,2016-02-16 04:49:51,1,16,4,49,"""mangoconchile, mango, chile""",,"""food, dish, brisket, meal, schnitzel, babka, breakfast, salmonids, poultry, vegetable"""
353213.376418099156581,575859.188080717576668,ObjectId(56cf818117acf00001325ea9),1455494873,1185099353426507659_2017825524,313622389.000000000000000,41.851966249999997,-87.692521975000005,7,,"[""crazy"",""chicago"",""연탄핫팩"",""is"",""wether"",""windycity""]",1,"[{""created_time"":""1455515233"",""text"":""@daldaran_sweetrip 나도 여기에서 오늘 썼어! 리스본보다 확실히 여기 (바젤) 이 춥다아! 어제 떠나기 전 엽서도 부침 😉🍀"",""from"":{""username"":""lifeisjina"",""profile_picture"":""https:",https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12750136_236973139969035_129367520_n.jpg?ig_cache_key=MTE4NTA5OTM1MzQyNjUwNzY1OQ%3D%3D.2,2016-02-14 19:07:53,6,14,19,7,"""crazy, chicago, \uc5f0\ud0c4\ud56b\ud329, is, wether, windycity""",,"""food"""
339813.490731875586789,618295.144021390238777,ObjectId(56cf8181b7316e0001714c8e),1456155560,1190641593272213543_2965854839,217242748.000000000000000,42.234800000000000,-87.850999999999999,5,,[],0,[],https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12751236_1719533834958135_1925544103_n.jpg?ig_cache_key=MTE5MDY0MTU5MzI3MjIxMzU0Mw%3D%3D.2,2016-02-22 10:39:20,0,22,10,39,"""""",,"""dish, food, italian food, flower, vegetable, leaf vegetable, ingredient, baccal\u00e0 alla vicentina"""
339813.490731875586789,618295.144021390238777,ObjectId(56cf8183b7316e0001714cd9),1455586137,1185864930542645718_4206435,217242748.000000000000000,42.234800000000000,-87.850999999999999,49,,"[""badblood"",""grammys"",""taylorswift""]",1,"[{""created_time"":""1455590400"",""text"":""@taylorswift Bad Blood #badblood"",""from"":{""username"":""adiabenson"",""profile_picture"":""https://scontent.cdninstagram.com/t51.2885-19/s150x150/11324886_534587320021686_888525435_a.jpg"",""id"":""4206435"",""full_name"":""Adia A",https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/10632144_1703674189904358_119631158_n.jpg?ig_cache_key=MTE4NTg2NDkzMDU0MjY0NTcxOA%3D%3D.2,2016-02-15 20:28:57,0,15,20,28,"""badblood, grammys, taylorswift""",,"""food, mascarpone, toppings, fruit, dessert, strawberry, berry, breakfast, drink, ingredient"""
339813.490731875586789,618295.144021390238777,ObjectId(56cf8183b7316e0001714cda),1455584658,1185852525645295719_4206435,217242748.000000000000000,42.234800000000000,-87.850999999999999,68,,"[""outofthewoods"",""grammys"",""taylorswift""]",2,"[{""created_time"":""1455590387"",""text"":""@taylorswift Out of the Woods #outofthewoods"",""from"":{""username"":""adiabenson"",""profile_picture"":""https://scontent.cdninstagram.com/t51.2885-19/s150x150/11324886_534587320021686_888525435_a.jpg"",""id"":""4206435"",""full_n",https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12724777_179765855727612_1802768_n.jpg?ig_cache_key=MTE4NTg1MjUyNTY0NTI5NTcxOQ%3D%3D.2.l,2016-02-15 20:04:18,0,15,20,4,"""outofthewoods, grammys, taylorswift""",,"""food, flower, vegetable, ingredient, lamiaceae"""
339813.490731875586789,618295.144021390238777,ObjectId(56cf8183b7316e0001714cdb),1455583567,1185843369353835394_4206435,217242748.000000000000000,42.234800000000000,-87.850999999999999,58,,"[""shakeitoff"",""grammys"",""taylorswift""]",2,"[{""created_time"":""1455583622"",""text"":""1st like 💁🏻"",""from"":{""username"":""atrueheartj"",""profile_picture"":""https://scontent.cdninstagram.com/t51.2885-19/11358151_1471380593184111_823364223_a.jpg"",""id"":""4001335"",""full_name"":""Alice Johnson""},""id"":""118584",https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12716890_1731096343785503_1559562310_n.jpg?ig_cache_key=MTE4NTg0MzM2OTM1MzgzNTM5NA%3D%3D.2.l,2016-02-15 19:46:07,0,15,19,46,"""shakeitoff, grammys, taylorswift""",,"""drink, liqueur, tree, milkshake, food, fruit, lighting, smoothie, dessert, ingredient"""
339813.490731875586789,618295.144021390238777,ObjectId(56cf8183b7316e0001714cde),1455571670,1185743569648251102_4206435,217242748.000000000000000,42.234800000000000,-87.850999999999999,33,,"[""jacquelinekennedy"",""fightingdaisies"",""celebrateladies"",""doyou"",""presidentsday""]",3,"[{""created_time"":""1455574580"",""text"":""#whatwouldjackieodo"",""from"":{""username"":""mayalita_la_pajarita"",""profile_picture"":""https://scontent.cdninstagram.com/t51.2885-19/10523596_833987576619861_1706097442_a.jpg"",""id"":""31173046"",""full_name"":""Mei-Ling""},""id"":",https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12716707_1664735457080342_604361835_n.jpg?ig_cache_key=MTE4NTc0MzU2OTY0ODI1MTEwMg%3D%3D.2.l,2016-02-15 16:27:50,0,15,16,27,"""jacquelinekennedy, fightingdaisies, celebrateladies, doyou, presidentsday""",,"""dish, food, flower, meal, vegetable, italian food, salmonids, fish, ingredient, breakfast"""
339813.490731875586789,618295.144021390238777,ObjectId(56cf8183b7316e0001714ce0),1455566196,1185697653075420854_13071224,217242748.000000000000000,42.234800000000000,-87.850999999999999,50,,[],3,"[{""created_time"":""1455566405"",""text"":""❤️❤️❤️"",""from"":{""username"":""abigailbebee"",""profile_picture"":""https://scontent.cdninstagram.com/t51.2885-19/11325113_1597922410479654_936171292_a.jpg"",""id"":""2707602"",""full_name"":""Abigail Bebee""},""id"":""1185",https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12751281_1707158519502546_43206168_n.jpg?ig_cache_key=MTE4NTY5NzY1MzA3NTQyMDg1NA%3D%3D.2,2016-02-15 14:56:36,0,15,14,56,"""""",,"""meal, dish, dinner, lunch, thanksgiving dinner, brunch, food, breakfast"""
346441.600876561889891,596806.831815039622597,ObjectId(56cf818617acf00001325eab),1455775906,1187456828404340458_1826052500,935386200.000000000000000,42.040982710000002,-87.772414949999998,31,,"[""맛스타그램"",""시카고"",""시카고댁"",""운동하게요"",""족발"",""먹스타그램"",""또먹을레"",""살뺄레"",""mylife"",""소주한병더주세요"",""골프레슨"",""살뺄게요"",""언니들고마워요"",""한식당"",""넘맛있어"",""콜라겐"",""좃발",0,[],https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12751270_1020017561392812_708063942_n.jpg?ig_cache_key=MTE4NzQ1NjgyODQwNDM0MDQ1OA%3D%3D.2,2016-02-18 01:11:46,3,18,1,11,"""\ub9db\uc2a4\ud0c0\uadf8\ub7a8, \uc2dc\uce74\uace0, \uc2dc\uce74\uace0\ub301, \uc6b4\ub3d9\ud558\uac8c\uc694, \uc871\ubc1c, \uba39\uc2a4\ud0c0\uadf8\ub7a8, \ub610\uba39\uc744\ub808, \uc0b4\ube84\ub808, mylife, \uc18c\uc8fc\ud55c\ubcd1\ub354\uc8fc\uc138\",,"""meal, dinner, steak, food, lunch, bossam, galbi, mongolian food, fast food restaurant, jokbal"""
359132.085665030579548,580573.625946640968323,ObjectId(56cf8188b7316e0001714cea),1456285712,1191733387913515517_210785947,1004896554.000000000000000,41.893989599999998,-87.620780900000000,757,,"[""greenriverchi"",""thrillist"",""ontheblog"",""eeeeeats""]",21,"[{""created_time"":""1456345888"",""text"":""This looks fantastic 😍"",""from"":{""username"":""eggcanvas"",""profile_picture"":""https://scontent.cdninstagram.com/t51.2885-19/s150x150/12144308_914511818633368_2128412460_a.jpg"",""id"":""1925286"",""full_name"":""Erica Choi""},",https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12747661_465308700340196_1058186098_n.jpg?ig_cache_key=MTE5MTczMzM4NzkxMzUxNTUxNw%3D%3D.2,2016-02-23 22:48:32,1,23,22,48,"""greenriverchi, thrillist, ontheblog, eeeeeats""",,"""food, dish, meal, tree, dessert, breakfast, blancmange, fruit, poultry, ingredient"""
359132.085665030579548,580573.625946640968323,ObjectId(56cf8188b7316e0001714cec),1456267172,1191577866982748877_1507623675,1004896554.000000000000000,41.893989599999998,-87.620780900000000,16,,[],0,[],https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12750107_482359245283645_1053327949_n.jpg?ig_cache_key=MTE5MTU3Nzg2Njk4Mjc0ODg3Nw%3D%3D.2,2016-02-23 17:39:32,1,23,17,39,"""""",,"""food, green, fruit, flower, currant, ingredient, berry, vegetable, key lime, gooseberry"""
359132.085665030579548,580573.625946640968323,ObjectId(56cf8188b7316e0001714cee),1456264805,1191558008640360944_355019595,1004896554.000000000000000,41.893989599999998,-87.620780900000000,31,,[],0,[],https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12783444_676161969191972_494057583_n.jpg?ig_cache_key=MTE5MTU1ODAwODY0MDM2MDk0NA%3D%3D.2,2016-02-23 17:00:05,1,23,17,0,"""""",,"""flat iron steak, food, dish, sirloin steak, rib eye steak, steak, lamb and mutton, sunday roast"""
359132.085665030579548,580573.625946640968323,ObjectId(56cf8188b7316e0001714cf0),1456254445,1191471105819566308_21170279,1004896554.000000000000000,41.893989599999998,-87.620780900000000,5,,"[""lunch""]",0,[],https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12751606_1057306780996159_1623098377_n.jpg?ig_cache_key=MTE5MTQ3MTEwNTgxOTU2NjMwOA%3D%3D.2,2016-02-23 14:07:25,1,23,14,7,"""lunch""",,"""food, dish, vegetable, meal, lighting, candle, ingredient"""
359132.085665030579548,580573.625946640968323,ObjectId(56cf8188b7316e0001714cf2),1456196496,1190984995578537190_538419568,1004896554.000000000000000,41.893989599999998,-87.620780900000000,243,,[],30,"[{""created_time"":""1456287359"",""text"":""@jaymeea1111 No, sounds delish!!"",""from"":{""username"":""vegtourist"",""profile_picture"":""https://scontent.cdninstagram.com/t51.2885-19/11850327_652316091536345_889948704_a.jpg"",""id"":""538419568"",""full_name"":""Vegetarian To",https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12749970_1065506036826657_1305246189_n.jpg?ig_cache_key=MTE5MDk4NDk5NTU3ODUzNzE5MA%3D%3D.2,2016-02-22 22:01:36,0,22,22,1,"""""",,"""dish, food, fried food, finger food, fritter, chicken fingers, crispy fried chicken, onion ring, fish and chips, seafood"""
359132.085665030579548,580573.625946640968323,ObjectId(56cf8188b7316e0001714cf5),1456186851,1190904081570700569_17816382,1004896554.000000000000000,41.893989599999998,-87.620780900000000,4,,"[""greenriver""]",0,[],https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12728616_783580801773959_925735692_n.jpg?ig_cache_key=MTE5MDkwNDA4MTU3MDcwMDU2OQ%3D%3D.2,2016-02-22 19:20:51,0,22,19,20,"""greenriver""",,"""dish, food, fritter, dinner, crab cake, meal, pork chop, fried food, poultry, tandoori chicken"""
359132.085665030579548,580573.625946640968323,ObjectId(56cf8188b7316e0001714cf6),1456169784,1190760918242361293_188869158,1004896554.000000000000000,41.893989599999998,-87.620780900000000,41,,"[""먹방"",""chicagofood"",""핫플레이스"",""greenriver"",""먹방스타그램"",""lunch"",""인스타먹방"",""디져드그램"",""hotplace"",""점심""]",4,"[{""created_time"":""1456176537"",""text"":""멋집니다!! 소통해요~ ^^🎉🌟"",""from"":{""username"":""izakaya_cheongdamsai"",""profile_picture"":""https://scontent.cdninstagram.com/t51.2885-19/s150x150/12317457_873804876072417_730202078_a.jpg"",""id"":""2333403231""",https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/12751337_198356903853113_1699252537_n.jpg?ig_cache_key=MTE5MDc2MDkxODI0MjM2MTI5Mw%3D%3D.2,2016-02-22 14:36:24,0,22,14,36,"""\uba39\ubc29, chicagofood, \ud56b\ud50c\ub808\uc774\uc2a4, greenriver, \uba39\ubc29\uc2a4\ud0c0\uadf8\ub7a8, lunch, \uc778\uc2a4\ud0c0\uba39\ubc29, \ub514\uc838\ub4dc\uadf8\ub7a8, hotplace, \uc810\uc2ec""",,"""meal, food, dish, dessert, breakfast, ingredient, coffee cup"""
